text,daya_tarik,amenitas,aksesibilitas,citra,harga,sdm
"Bisa menjadi pilihan tempat kegiatan outbond yang lumayan nyaman..luas dan tanaman pohon yg dirawat banyak tumbuh..ada lapangan tempat melaksanakan kegiatan outbond yg baik. Namun kurang perawatan sehingga perlu perhatian (daun sampah tidak disapu setiap hari) juga banyak kera yg hidup tinggal di taman. Rindangnya pohon membuat sejuk dan senang malakukan kegiatan outbond, ada juga taman replika ..landmark kota internasional cocok utk foto foto.",positif,none,none,netral,none,none
"Blm bisa bersaing, monoton, mhn pemerintah agar dapat menjadikan puntikayu menjadi tempat rekreasi yg terdepan di kota palembang.",negatif,none,none,negatif,none,none
Blm pernah masuk ke kawasan. Cm sekedar lewat,none,none,none,none,none,none
Bnyak disukai para pengunjung,none,none,none,positif,none,none
Bnyak perubahan yaa. Dlu wktu masih SD tahun 2000'an pernah kesini setelah sekian tahun kesini lagi tempat ny jdi tdk terawat,none,none,none,negatif,none,none
Bnyk spot foto,positif,none,none,none,none,none
Boleh lah... cuma kurang terawat dan petugas loket masuk kurang sopan,none,none,none,negatif,none,negatif
Bs foto2 yg mn disana ada duplikasi menara2,positif,none,none,none,none,none
Bsgus,none,none,none,positif,none,none
"Buat kamu yang rindu kuliner kampung halaman, pecel, recomended deh",none,none,none,positif,none,none
Buat liburan keluarga asyik. Ada bermacam satwa ada. Yg aku suka ada juga kolam renang nya. dan perahu berbentuk hewan.tiket masuk terjangkau.jajanan juga bayak yg jual. Coba saja kesini.,positif,positif,none,positif,positif,none
"Buat orang dengan background kehutanan macem gue, sayang banget rasanya kalo yang ditonjolin dari Taman Wisata Alam ini justru wisata kekinian yaitu wisata selfie. Tapi memang dilematis karena wisata alam jaman sekarang dipukul rata begitu demi feed dan konten sosial media, dan sisi wisata alamnya kurang tersampaikan. Walaupun gitu ada sisi plus nya, buat yang suka selfie, banyak spot2 buat foto (incl. prawed) yang cakep dengan bayar lagi biaya masuk per spot. Terus, spot2 itu bisa kejangkau dengan jalan kaki bareng orang tua kita. Masih banyak monyet-monyet yang bisa diliat langsung buat ngenalin ke anak atau ponakan kita. Terakhir, tempatnya asri buat piknik sama keluarga bakal asik banget, karena ada pondok2 juga di beberapa spot.",netral,positif,positif,positif,none,none
buat piknik bareng keluarga okee. tapi untuk menikmati wahana2 d dalamny trnyata hrs bayar lagi.,none,none,none,positif,netral,none
Buat santai2,none,none,none,positif,none,none
buka Pukul 9 . Kalau weekend sangat ramai. Yg membawa anak kecil harap berhati hati karena sangat banyak nyamuk. Juga sering digunakan untuk lokasi prewedding.,none,none,none,netral,none,none
"Bukanya sampai sore, kalu mau jdi wahana fotoan bagus sih. Tapi outbondnya rada cepat tutup",positif,none,none,none,none,none
Buruk,none,none,none,negatif,none,none
Buruk sekali,none,none,none,negatif,none,none
"Busana Mia penjahit yg sangat Berpengalaman jahitan rapi melayanin membuat baru dan vermak juga bisa untuk consultasi bagaimana kain yg gak bisa terpake lagi menjadi bisa di pake lagi, beli kain online yg kecewa.. Tempatnya gak jau dekat Masjid Miftahul janah. Bisa masuk dari gerbang samping PT indomi/Alfamart.bisa masuk dari AKFER AESIYAH. Bisa masuk dari samping PT interbis.",none,none,none,none,none,none
Butuh banyak perhatian dan perbaikan.,none,none,none,negatif,none,none
Butuh banyak perhatian pemerintah.,none,none,none,negatif,none,none
"Butuh lebih banyak perbaikan lagi. Sayangnya banyak wahana yang tidak terawat, mungkin biaya maintenance tidak sebanding dengan pemasukan alhasil terbengkalai.",none,none,none,negatif,none,none
Butuh perbaikan lagi,none,none,none,negatif,none,none
Cagar alam,netral,none,none,none,none,none
Cangkir,none,none,none,none,none,none
"Cantek2, jangan foto2 bae, tadabur alam. Awas banyak yg ciwian",none,none,none,netral,none,none
Cantik,none,none,none,positif,none,none
Cantik dan murah yah. Sangat baik untuk tur keluarga dan anak-anak,none,none,none,positif,positif,none
Ckup,none,none,none,netral,none,none
Coba di perbaiki lagi kayak BBG di bangka pasti bagus,none,none,none,negatif,none,none
Coba diturunkan harga masuk ke wahana lain.,none,none,none,none,negatif,none
"Cocok banget utk kumpul keluarga atau reunian bareng teman , suasana yang sejuk membuat tenang hati, banyak juga spot fotonya, monyetnya pun banyak tapi tidak mengganggu, mereka hanya ingin ikut makan bersama saja 🙂 …",positif,none,none,positif,none,none
Cocok bawa keluarga,none,none,none,positif,none,none
Cocok buat ajak anak anak buat mengenal hewan hewan dab bahan pembelajaran buat mereka biar lebih mengenal alam,none,none,none,positif,none,none
Cocok buat anak2,none,none,none,positif,none,none
Cocok buat foto2,none,none,none,positif,none,none
Cocok buat out bound. Tapi tempatnya agak sepi,none,none,none,netral,none,none
"Cocok buat piknik bersama keluarga tiket masuk cukup terjangkau,",none,none,none,positif,positif,none
Cocok buat rekreasi anak2 fotografer,none,none,none,positif,none,none
Cocok buat rekreasi bersama keluarga,none,none,none,positif,none,none
"cocok buat rekreasi kluarga,bnyyk permainan outdoor..",positif,none,none,positif,none,none
Cocok ntuk sntai dgn keluarga diakhir pekan,none,none,none,positif,none,none
Cocok tamasya,none,none,none,positif,none,none
Cocok untuk liburan dan santai keluarga,none,none,none,positif,none,none
Cocok untuk lokasi hunting dan bersantai bersama keluarga dan teman,none,none,none,positif,none,none
Cocok untuk refreshing bersama sanak famili,none,none,none,positif,none,none
"cocok untuk segala jenis piknik,baik untuk teman,untuk pasangan maupun keluarga",none,none,none,positif,none,none
Cocok untuk tempat rekreasi keluarga....,none,none,none,positif,none,none
"Cocok untuk wisata keluarga, atau sekedar healing di tengah alam...",none,none,none,netral,none,none
Cocoo untuk rekreaksi bareng kluarga di hari libur,none,none,none,positif,none,none
"cuaca nya saya sejuk, nyaman.. bagus sekali buat hiburan keluarga, bersama pacar dan teman..",none,none,none,positif,none,none
Cukuo okelah untuk rekreasi. Tapi kudu waspada monyet yaa,negatif,none,none,netral,none,none
"Cukup asik untuk piknik bersama keluarga dan teman, biaya terjangkau, cocok untuk yang suka foto.",none,none,none,positif,positif,none
Cukup bagus,none,none,none,positif,none,none
Cukup bagus buat wisata tapi jadi tempat pacaran...,none,none,none,netral,none,none
Cukup bagus namun masih perlu beberapa perbaikan,none,none,none,netral,none,none
Cukup bagus untuk yang hobi foto,none,none,none,positif,none,none
"Cukup bagus untuk bersama keluarga,namun kurang terawat,sayang sekali",none,none,none,netral,none,none
Cukup bagus untuk taman yg luas ditengah kota tapi sayang tidak dikelola dengan baik oleh Pemda,none,none,none,netral,none,none
Cukup baik,none,none,none,positif,none,none
Cukup baik namun untuk fasilitas umum perlu pemeliharaan yang baik,none,negatif,none,netral,none,none
Cukup baik utk wisata hutan kota,none,none,none,positif,none,none
Cukup berkesan,none,none,none,positif,none,none
cukup bersih,none,none,none,positif,none,none
Cukup cocok buat rihlah anak-anak.,none,none,none,positif,none,none
"Cukup gak nyangka ternyata di tengah2 kota ada Taman yg asri dan nyaman utk dikunjungi. Taman Punti Kayu terletak di pusat kota Palembang yg cocok dijadikan tempat utk bersantai di tengah2 perkotaan. Ada beberapa tempat seperti kolam renang, kemudian mini zoo dan taman2 bermain yg tidak terpakai yg kondisinya kurang terawat. Ada danau kecil, dan tempat miniatur2 destinasi wisata dari berbagai negara yg lebih terawat. Terlihat ada juga cottage utk menginap. Tiket masuknya 25k kalo gk salah. Meskipun beberapa tempat terlihat kurang terawat, namun masih ada tempat2 lain yg lebih nyaman utk pengunjung bisa bersantai di tengah hiruk pikuk kota Palembang.",positif,none,none,positif,netral,none
Cukup lah,none,none,none,netral,none,none
Cukup Lumayan,none,none,none,netral,none,none
Cukup lumayan utk rekreasi klrga walaupun msh hrs dilakukan pembenahan disana sini,none,none,none,negatif,none,none
Cukup menghibur suasana yg sejuk,none,none,none,positif,none,none
Cukup menyenangkan,none,none,none,positif,none,none
Cukup menyenangkan liburan dalam kota,none,none,none,positif,none,none
Cukup nyaman,none,none,none,positif,none,none
cukup nyaman...... tenang.. recommend deh buat yg baru ke palembang.,none,none,none,positif,none,none
Cukup representatif hutan kota tempat wisata keluarga,none,none,none,netral,none,none
Cukup sepi,none,none,none,negatif,none,none
Cukup seru dan menyenangkan,none,none,none,positif,none,none
Cukup.,none,none,none,netral,none,none
Cukuplah 3 bintang,none,none,none,netral,none,none
"Cuma duduk di luar nya doang, eh disuruh review, yaudahlah gass aja bintang 5",none,none,none,positif,none,none
Cuma lewat aja pas mu ke Palembang agak serem cie 🙄🙄 …,none,none,none,negatif,none,none
Customer service ditelpon kok malah matikan telpon tiba tiba.. padahal saya inginbertanya harga tiket masuk ke punti kayu itu berapa harganya karena saya bermaksud untuk mengajak siswa SMKN 1 kayuagung untuk berwisata ke punti kayu.,none,none,none,none,none,negatif
D tingkatkan lagi wahana dsna,negatif,none,none,none,none,none
"Dak sesuai nian. Biaya tiket msk tdk sesuai.. Beda dg yg tertera ditiket, Beda dg daftar hrg yg dtempel dkaca pos tiket n Beda lg dg uang yg diambil ma petugas. Begitu msk kedlm ternyata semua wahana hrs bayar lg. Kebun binatangnya tak layak disebut dg sebutan ""kebun binatang"" krn isinya semua hanya patung n foto2 doang. Yg ada hanya kura2, kucing, n ayam (drmh jg ada kalee) Taman bermain anakny jg dah pada rusak. Jelek, tak terawat, paraaaah..",negatif,none,none,negatif,negatif,negatif
Dak terawat,none,none,none,negatif,none,none
Dak terawat sumpahhh Malu maluke nian,none,none,none,negatif,none,none
Dan,none,none,none,none,none,none
Dapat bibit gratis,none,none,none,positif,none,none
Dari,none,none,none,none,none,none
"Dari Bogor yg adem berkunjung ke kota Palembang yg panas, cocok ngadem di punti kayu..thn 2002, it's very jadul..",none,none,none,positif,none,none
Dari dulu bagus tempat ini,none,none,none,positif,none,none
"dari kaman masih bocah sering ekmari sama nenek,tp kini popularitasnya tergantikan dengan yempat2 baru,terkahir berinovasi namun stop disitu situ ja.ngilang lg minat masyarakat",none,none,none,negatif,none,none
"Dari segi lingkungan cukup menarik, mengingat ini wisata alam hutan ditengah kota. Sayangnya hewan-hewan yang ada didalamnya kurang bervariasi dan kurang terawat.",negatif,none,none,netral,none,none
Datang dan nilai sendiri disana,none,none,none,netral,none,none
Datang Jan 2022 Kondisi kotor hutan kurang terawat untuk wahana foto yang sebagian ditutupi oleh tumbuhan,negatif,none,none,negatif,none,none
Datang ke sini karena ada acara LumaRoots Yogjakarta. keren sih. Masuk di awal bayar parkir dulu 5k. Lanjut masuk ke LumaRoots nya 45k per orang. Jdi per orang 50k . Acaranya sampe bulan Juni 2024 .. siapin kamera yg bagus Krn disitu banyak spot2 light .. acaranya malam hari ya,positif,none,none,none,netral,none
Daya tarik masih kurang perlu ada t4 permainan u pengunjung,negatif,none,none,none,none,none
Dbek,none,none,none,none,none,none
"De best lah, walaupun gk seindah punti kayu waktu dulu",none,none,none,netral,none,none
Dekat dari kota...tempatnya keren,none,none,positif,positif,none,none
Deket rumah Gaek,none,none,none,none,none,none
dengan 30ribu untuk masuk di lokasi cukup murah menjelajah seluruh hutan punti kayu,none,none,none,none,positif,none
"Destinasi terkeren di palembang ,welcome punti kayu,",none,none,none,positif,none,none
Destinasi wisata alam di palembang,none,none,none,netral,none,none
Destinasi wisata alam tengah kota,none,none,none,netral,none,none
Destinasi wisata yang bernuansa hutan. Sangat bagus untuk berkunjung bersama keluarga. Karena kondisi tempat yang rindang dan nyaman. Juga terdapat beberapa wahana yang menarik.,positif,none,none,positif,none,negatif
Di gr lebaran taman wisata ditutup sementara,none,none,none,none,none,none
"Di punti kayu itu sejuk karna banyak pohon hijau nya dan bisa foto foto di kebun binatang ,rumah hobit, dan replika bangunan khas negara trertentu yang terkenal kan lumayan bisa pura pura udah pernah foto sama bangunan aslinya. Siapkan bajet untuk setiap tempat dan saat masuk punti kayu.",positif,none,none,positif,none,none
Di sayang sekali binatangnya sudah sangat minim sekali,negatif,none,none,none,none,none
Di sini banyak monyet.. Jadi hati2 aja yah guys,netral,none,none,negatif,none,none
Di sini tempat yg paling cocok untuk rekreasi bersama keluarga tercinta... Dengan nuansa pepohonan serta adanya wahana sederhana...Yg harus di ingat adalah untuk saling menjaga kebersihannya..,positif,none,none,netral,none,none
"Di taman punti kayu udah bnyk kemajuannya..ada beberapa wahana rekreasi,, ada sepeda air, perahu naga, edukasi satwa sama taman ber",positif,none,none,positif,none,none
Di Taman Wisata Punti Kayu udara terasa segar dan sejuk karena banyaknya pepohonan dan aneka jenis tanaman ada disitu serta ada papan nama jenis-jenis pohon sehingga kita jadi tahu nama pohon-pohon tersebut,positif,none,none,positif,none,none
Didalam taman punti kayu ini masih ada tempat buat spot foto yang kalo mau masuk harus bayar lagi. Kalo menurut aku masuknya aja udah lumayan kalo gak mau kespot foto ya paling cuma ngeliat hutan hutan aja,positif,none,none,none,netral,none
Difoto,none,none,none,none,none,none
Dingin,none,none,none,netral,none,none
Dingin. Luas.,none,none,none,netral,none,none
Diperbaharui lagi t4nya,none,none,none,netral,none,none
Direkomendasikan,none,none,none,positif,none,none
Disamping letaknya mudah dijangkau dan masih di dalam kota Palembang...kita bisa menikmati udara sejuk didalamnya. Puluhan pohon pinus yag telah berusia lanjut juga beberapa spesies binatang yang ada mebuat rasa nyaman saat kita berada disana,positif,none,positif,positif,none,none
Disini paling enak untuk aantai bersama keluarga dan teman sambil menikmati hutan pinus dan kesejukannya,positif,none,none,positif,none,none
"Ditengah kota, sejuk. Tiap masuk wahana bayar.",none,none,none,positif,netral,none
Dmana ini tempat untuk menghirup oksigen terbaik di kota palembang,none,none,none,positif,none,none
"Dulu ini tempat wisata andalan bagi anak - anak sekolah dasar, ramai dan tertata serta binatangnya pun masih banyak sehingga sangat nyaman untuk dikunjungi, tapi sekarang trmpat ini sangat sepi dikunjungi, binatang nya pun makin hari makin sedikit",negatif,none,none,negatif,none,none
Dulu kecil pernah kesini,none,none,none,none,none,none
dulu masih ingat nian aku pas pertamo kali kesini dikejar kejar amo monyet banyak:'),none,none,none,none,none,none
Edukasi,none,none,none,netral,none,none
Edukasi buat pengetahuan anak2.. sayang hewanya. Banyak duplikat,negatif,none,none,netral,none,none
ehem...,none,none,none,none,none,none
Enak,none,none,none,positif,none,none
Enak dan adem,none,none,none,positif,none,none
Enak dan nyaman buat pelepas penat. Murah meriah,none,none,none,positif,positif,none
Enak tempat santai beserta kluarga,none,none,none,positif,none,none
Enak untuk santai,none,none,none,positif,none,none
Enak untuk taman rekreasi keluarga hanya kalau bisa di tambah beberapa tmpat hiburan yg lebih baik lagii,negatif,none,none,netral,none,none
Enaknya menyesap kuah rebusnya,none,none,none,none,none,none
Enggak ke urus,none,none,none,negatif,none,none
"Fasilitas Lahan parkir yang sangat luasGazeboPusat InformasiBeberapa warung yang menjual beragam makanan dan minumanMushola dan Kamar mandiAre bermain untuk anak-anakOutbond dan CampingKebun Binatang Mini Menuju Lokasi Untuk menuju Taman Wisata Alam Punti Kayu, ambil jalan menuju ke Jalan Kol. Burlian, kecamatan Sukarami, berkendara dari Masjid Agung Palembang dan langsung menuju ke Jalan. Jend. Sudirman sampai Anda mencapai KM 7. Saat Anda bepergian dengan kendaraan umum, Anda dapat naik bus dari halte bus Masjid Agung Palembang, memilih bus Trans Musi dan berhenti di Punti Kayu.",positif,positif,positif,none,none,none
